,course_title,is_paid,price,num_reviews,level,subject,year,convertedtime,Bag_Of_Words,Words_Vector
1631,Aprende a utilizar Canva,1.0,20,45,1,Graphic Design,2017,40.0,aprende utilizar canva graphic design,0.0
1632,photoshop - CURSO DE PHOTOSHOP DO BÁSICO AO AVANÇADO,1.0,100,183,0,Graphic Design,2017,600.0,photoshop curso de básico ao avançado graphic design,0.0
1633,Photoshop - Revelando os segredos das Fusões,1.0,20,25,3,Graphic Design,2017,210.0,photoshop revelando os segredos das fusões graphic design,0.0
1634,Create Mobile App Design from Scratch in Photoshop,1.0,125,7,1,Graphic Design,2017,150.0,create mobile app design scratch photoshop graphic design,0.0
1635,Apple Watch Design,1.0,20,24,0,Graphic Design,2014,240.0,apple watch design graphic design,0.0
1636,Word Swag : Create Stunning Images with the Word Swag App,1.0,100,19,0,Graphic Design,2016,1.0,word swag create stunning images app graphic design,0.0
1637,How to Draw Majestic Animals: Dogs,1.0,35,5,0,Graphic Design,2017,1.0,draw majestic animals dogs graphic design,0.0
1638,Photoshop Course: Design an eBook Cover in Photoshop,1.0,50,69,0,Graphic Design,2013,180.0,photoshop course design ebook cover graphic design,0.13608276348795434
1639,Digital Art for Beginners,1.0,150,388,1,Graphic Design,2016,900.0,digital art beginners graphic design,0.0
1640,Learn How To Design a Logo in Adobe Illustrator in 30 Mins,1.0,50,53,1,Graphic Design,2017,30.0,learn design logo adobe illustrator 30 mins graphic design,0.0
1641,The most popular techniques in Photoshop,1.0,20,18,2,Graphic Design,2017,1.0,popular techniques photoshop graphic design,0.0
1642,Become a Professional Graphic Designer,1.0,35,345,0,Graphic Design,2014,1230.0,become professional graphic designer graphic design,0.0
1643,Adobe Illustrator CC 2017 for beginners,1.0,195,39,1,Graphic Design,2017,90.0,adobe illustrator cc 2017 beginners graphic design,0.0
1644,How to Draw Cute Cartoon Characters,1.0,55,522,0,Graphic Design,2013,120.0,draw cute cartoon characters graphic design,0.0
1645,How to Create awesome Cinema-graph With Adobe Photoshop?,1.0,20,8,1,Graphic Design,2017,1.0,create awesome cinema graph adobe photoshop graphic design,0.0
1646,Learn to Create a Mandala with Adobe Illustrator,1.0,50,0,0,Graphic Design,2017,270.0,learn create mandala adobe illustrator graphic design,0.0
1647,15  Motion Graphic Elements in After Effect (Series 2),1.0,30,0,2,Graphic Design,2017,180.0,15 motion graphic elements effect series 2 graphic design,0.0
1648,Fantasy map design,1.0,30,2,0,Graphic Design,2017,150.0,fantasy map design graphic design,0.0
1649,Creating 2D Game Assets,1.0,25,0,0,Graphic Design,2015,120.0,creating 2d game assets graphic design,0.0
1650,create 9 professional logo design full version,1.0,35,3,0,Graphic Design,2013,120.0,create 9 professional logo design full version graphic design,0.0
1651,Stencil - Simple Graphic Design For Entrepreneurs,1.0,95,0,0,Graphic Design,2017,1.0,stencil simple graphic design entrepreneurs graphic design,0.0
1652,Learn Adobe InDesign from Scratch,1.0,40,2,1,Graphic Design,2016,270.0,learn adobe indesign scratch graphic design,0.0
1653,Getting the Life of an Instructional Designer,1.0,40,0,0,Graphic Design,2017,90.0,getting life instructional designer graphic design,0.0
1654,Drawing for All Levels: How to Design Cartoon Women,1.0,20,2,0,Graphic Design,2015,90.0,drawing levels design cartoon women graphic design,0.0
1655,Photoshop Tools 101,1.0,50,0,0,Graphic Design,2017,180.0,photoshop tools 101 graphic design,0.0
1656,How to create gif animation in photoshop,1.0,20,0,0,Graphic Design,2015,1.0,create gif animation photoshop graphic design,0.0
1657,How to Color Comic Books... with a Mouse,1.0,30,0,0,Graphic Design,2017,120.0,color comic books ... mouse graphic design,0.0
1658,Bestseller! Learn Photoshop in 1 Hour (No Experience Needed),1.0,200,72,1,Graphic Design,2015,390.0,bestseller learn photoshop 1 hour experience needed graphic design,0.0
1659,How To Design A Fortune 500 Logo in Illustrator,1.0,195,43,2,Graphic Design,2016,300.0,design fortune 500 logo illustrator graphic design,0.0
1660,Canva : Graphic Design Theory Volume2,1.0,200,38,0,Graphic Design,2015,120.0,canva graphic design theory volume2 graphic design,0.0
1661,Canva : Book Cover Design,1.0,100,20,1,Graphic Design,2016,120.0,canva book cover design graphic design,0.0
1662,The Complete Figure Drawing Course HD,1.0,50,136,1,Graphic Design,2016,4710.0,complete figure drawing course hd graphic design,0.1543033499620919
1663,Mastering Logo Design - 20 Projects step-by-step,1.0,200,24,0,Graphic Design,2016,450.0,mastering logo design 20 projects step graphic design,0.0
1664,Graphic Design: Create Animated GIF Ad Banners in Photoshop,1.0,20,44,0,Graphic Design,2014,1.0,graphic design create animated gif ad banners photoshop graphic design,0.0
1665,Learn Inkscape : Design Logos and Game Arts,1.0,20,20,1,Graphic Design,2017,1.0,learn inkscape design logos game arts graphic design,0.0
1666,Typography: Learn the Basics to Build a Solid Foundation,1.0,35,19,1,Graphic Design,2015,1.0,typography learn basics build solid foundation graphic design,0.0
1667,Master Manga Studio 5: Bonus Drawing and Painting,1.0,165,155,0,Graphic Design,2015,480.0,master manga studio 5 bonus drawing painting graphic design,0.0
1668,Learn Adobe Photoshop from scratch to professional,1.0,20,3,1,Graphic Design,2017,210.0,learn adobe photoshop scratch professional graphic design,0.0
1669,7 Secrets To Designing In Black and White,1.0,100,1,0,Graphic Design,2017,90.0,7 secrets designing black white graphic design,0.0
1670,Photoshop CS 6 ile Fotoğraf İşlemenin Temelleri,1.0,20,10,1,Graphic Design,2015,360.0,photoshop cs 6 ile fotoğraf i̇şlemenin temelleri graphic design,0.0
1671,誰でもわかる Adobe Illustrator CS6,1.0,20,2,1,Graphic Design,2015,180.0,誰でもわかる adobe illustrator cs6 graphic design,0.0
1672,Devenez le king de l'illustration automobile,1.0,50,10,1,Graphic Design,2015,270.0,devenez le king de l illustration automobile graphic design,0.0
1673,Corel Draw X7 Eğitimi (Temelden İleri Seviyeye),1.0,105,6,0,Graphic Design,2016,720.0,corel draw x7 eğitimi temelden i̇leri seviyeye graphic design,0.0
1674,调色中级课程,1.0,200,3,1,Graphic Design,2017,1.0,调色中级课程 graphic design,0.0
1675,Drawing and paint  hot girl with photoshop,1.0,35,1,0,Graphic Design,2016,90.0,drawing paint hot girl photoshop graphic design,0.0
1676,Photoshop CC Eğitim Seti (YENİ),1.0,100,5,0,Graphic Design,2017,960.0,photoshop cc eğitim seti yeni̇ graphic design,0.0
1677,مدخل في أساسيات الفوطوشوب للمبتدئين فقط,1.0,120,9,1,Graphic Design,2016,1.0,مدخل في أساسيات الفوطوشوب للمبتدئين فقط graphic design,0.0
1678,Creación de iconos con Illustrator,1.0,20,3,0,Graphic Design,2015,180.0,creación de iconos con illustrator graphic design,0.0
1679,Adobe Illustrator Course in Urdu Basics Level Training,0.0,0,57,1,Graphic Design,2016,1.0,adobe illustrator course urdu basics level training graphic design,0.13608276348795434
1680,GraphicDesign Studio,1.0,95,9,1,Graphic Design,2016,150.0,graphicdesign studio graphic design,0.0
1681,Aula de Photoshop - Aprenda como recortar imagens,1.0,65,1,1,Graphic Design,2017,120.0,aula de photoshop aprenda como recortar imagens graphic design,0.0
1682,Make your own great designs in PowerPoint: Quick & Easy,1.0,20,6,1,Graphic Design,2015,1.0,make great designs powerpoint quick easy graphic design,0.0
1683,Create Kindle eBook Covers with PowerPoint,1.0,30,7,0,Graphic Design,2014,120.0,create kindle ebook covers powerpoint graphic design,0.0
1684,Magazine Design: Start your own magazine in less than 24hrs,1.0,20,10,0,Graphic Design,2015,120.0,magazine design start less 24hrs graphic design,0.0
1685,Essential Skills for Designers - Adobe Bridge,1.0,20,5,0,Graphic Design,2016,1.0,essential skills designers adobe bridge graphic design,0.0
1686,Learn to code in Python and learn Adobe Photoshop today!,1.0,50,1,0,Graphic Design,2015,120.0,learn code python adobe photoshop today graphic design,0.0
1687,How to draw Caricatures,1.0,20,31,0,Graphic Design,2013,240.0,draw caricatures graphic design,0.0
1688,Essential Skills for Designers - Working with Type,1.0,45,11,0,Graphic Design,2013,120.0,essential skills designers working type graphic design,0.0
1689,Affinity Designer for beginners,1.0,20,6,1,Graphic Design,2017,270.0,affinity designer beginners graphic design,0.0
1690,How to Create Top Ranking Mobile App Icons - iOS Edition,1.0,35,6,0,Graphic Design,2013,1.0,create top ranking mobile app icons ios edition graphic design,0.0
1691,Canva - Making Design Simple,1.0,20,4,0,Graphic Design,2015,32.0,canva making design simple graphic design,0.0
1692,Ribbon Lettering: From Sketch to Wordmark,1.0,40,2,0,Graphic Design,2015,43.0,ribbon lettering sketch wordmark graphic design,0.0
1693,How to Make a Custom Graphic ,1.0,20,8,1,Graphic Design,2013,1.0,make custom graphic graphic design,0.0
1694,Create Flat Designs with Inkscape ,1.0,30,3,1,Graphic Design,2016,90.0,create flat designs inkscape graphic design,0.0
1695,:::Beginners Guide To Creating Amazing Images with Canva:::,1.0,25,5,1,Graphic Design,2014,1.0,::: beginners guide creating amazing images canva graphic design,0.0
1696,Learn To Draw - The COMIC BOOK STYLE,1.0,55,14,0,Graphic Design,2012,120.0,learn draw comic book style graphic design,0.0
1697,Adobe Illustrator Vectors For Hand Letterers,1.0,100,2,1,Graphic Design,2016,37.0,adobe illustrator vectors hand letterers graphic design,0.0
1698,How To Create Amazing YouTube Custom Thumbnail Images,1.0,25,6,0,Graphic Design,2013,90.0,create amazing youtube custom thumbnail images graphic design,0.0
1699,Graphic Design Bootcamp: Professional Workflow & Layout Tips,1.0,20,10,0,Graphic Design,2015,90.0,graphic design bootcamp professional workflow layout tips graphic design,0.0
1700,Promotional Design Master Class,1.0,50,2,0,Graphic Design,2016,120.0,promotional design master class graphic design,0.0
1701,Introduction to GIMP 2.8: Tutorials for Beginners,1.0,20,8,1,Graphic Design,2016,180.0,introduction gimp 2 8 tutorials beginners graphic design,0.0
1702,48 Logo Designs and Techniques,1.0,20,9,0,Graphic Design,2015,540.0,48 logo designs techniques graphic design,0.0
1703,Photoshop JumpStart,1.0,20,13,1,Graphic Design,2015,120.0,photoshop jumpstart graphic design,0.0
1704,How To Sell Practically Anything: Professional Design Mockup,1.0,50,2,0,Graphic Design,2014,150.0,sell practically anything professional design mockup graphic design,0.0
1705,"Learn Calligraphy, Handwriting animation wz After Effects",1.0,40,1,0,Graphic Design,2016,150.0,learn calligraphy handwriting animation wz effects graphic design,0.0
1706,LaTeX A-Z: from beginner to advance in less than 3 hour,1.0,95,14,1,Graphic Design,2017,180.0,latex z beginner advance less 3 hour graphic design,0.0
1707,Course Bundle | Exploring Art : Silhouette & Linear Line Art,1.0,80,1,0,Graphic Design,2017,1.0,course bundle exploring art silhouette linear line graphic design,0.13608276348795434
1708,How To Build Your Own Web Banner Design Business,1.0,20,7,0,Graphic Design,2016,1.0,build web banner design business graphic design,0.13608276348795434
1709,Canva: Design and Sell Your Own Professional Canva Designs,1.0,200,26,0,Graphic Design,2017,180.0,canva design sell professional designs graphic design,0.0
1710,How to Design a Logo in Adobe Illustrator,1.0,100,44,0,Graphic Design,2016,1.0,design logo adobe illustrator graphic design,0.0
1711,Illustrator CC: Design and drawing from scratch to expert!,1.0,150,99,1,Graphic Design,2016,660.0,illustrator cc design drawing scratch expert graphic design,0.0
1712,Logo design: How To Design an Awesome Logo in Illustrator,1.0,195,131,0,Graphic Design,2014,330.0,logo design awesome illustrator graphic design,0.0
1713,Photoshop: Real World Hands-on Freelance Mastery,1.0,105,25,0,Graphic Design,2014,150.0,photoshop real world hands freelance mastery graphic design,0.0
1714,Graphic Design: Beginner's Graphic Design Guide to Photoshop,1.0,25,74,0,Graphic Design,2015,1.0,graphic design beginner guide photoshop graphic design,0.0
1715,Most Wanted Flat Design Techniques,1.0,195,35,2,Graphic Design,2016,270.0,wanted flat design techniques graphic design,0.0
1716,3DS MAX - Learn 3Ds MAX tutorial for Beginners in Urdu Hindi,1.0,20,2,0,Graphic Design,2017,270.0,3ds max learn tutorial beginners urdu hindi graphic design,0.0
1717,Design your own Social Media Logo Icons in Adobe Illustrator,1.0,50,29,1,Graphic Design,2016,90.0,design social media logo icons adobe illustrator graphic design,0.0
1718,Mashup - Transform a scanned sketch into a digital painting,1.0,20,3,2,Graphic Design,2014,120.0,mashup transform scanned sketch digital painting graphic design,0.0
1719,Motion Graphic With After Effect From Scratch in 5 Hours,1.0,30,7,0,Graphic Design,2016,240.0,motion graphic effect scratch 5 hours graphic design,0.0
1720,Introduction to Photoshop CC: Tutorials for Beginners,1.0,20,0,1,Graphic Design,2016,1.0,introduction photoshop cc tutorials beginners graphic design,0.0
1721,Making Killer Images in Photoshop that WOW Clients!,1.0,95,1,2,Graphic Design,2014,300.0,making killer images photoshop wow clients graphic design,0.0
1722,Simple Photoshop CC: Smart Objects,1.0,20,0,2,Graphic Design,2016,30.0,simple photoshop cc smart objects graphic design,0.0
1723,Learn Photo Manipulation - Build 3 projects,1.0,40,1,0,Graphic Design,2016,150.0,learn photo manipulation build 3 projects graphic design,0.0
1724,Zombie Apocalypse Photoshop Actions,1.0,50,1,0,Graphic Design,2016,90.0,zombie apocalypse photoshop actions graphic design,0.0
1725,Creative Perspective Illustration with GIMP,1.0,50,3,0,Graphic Design,2016,390.0,creative perspective illustration gimp graphic design,0.0
1726,iPhone icons in iOS7 - learn flat design,1.0,20,4,0,Graphic Design,2013,180.0,iphone icons ios7 learn flat design graphic design,0.0
1727,How to draw professional manga artwork by Punix,1.0,35,3,1,Graphic Design,2017,90.0,draw professional manga artwork punix graphic design,0.0
1728,How do I Create a Stylized Graphics from Images in Photoshop,1.0,50,1,0,Graphic Design,2015,1.0,create stylized graphics images photoshop graphic design,0.0
1729,Advance Design of Logos and Brand Identity   ,1.0,20,4,0,Graphic Design,2013,120.0,advance design logos brand identity graphic design,0.0
1730,Como utilizar o Corel Draw por completo!,1.0,30,32,0,Graphic Design,2015,420.0,como utilizar corel draw por completo graphic design,0.0
1731,Photoshop　中級者、上級者がプロになるために最後に学ぶ「超絶技巧」テクニック,1.0,85,5,2,Graphic Design,2016,270.0,photoshop 中級者 、 上級者がプロになるために最後に学ぶ 「 超絶技巧 」 テクニック graphic design,0.0
1732,Corel Draw X7: Mão na Massa,1.0,25,13,1,Graphic Design,2016,240.0,corel draw x7 mão na massa graphic design,0.0
1733,Dibujo digital básico: cómo ilustrar en Photoshop,1.0,20,36,1,Graphic Design,2016,300.0,dibujo digital básico cómo ilustrar en photoshop graphic design,0.0
1734,Adobe Illustrator CS6 باللغة العربية,1.0,35,15,0,Graphic Design,2014,480.0,adobe illustrator cs6 باللغة العربية graphic design,0.0
1735,Creare un logo con Adobe Illustrator,0.0,0,121,0,Graphic Design,2015,1.0,creare un logo con adobe illustrator graphic design,0.0
1736,Mestres do Photoshop,1.0,30,18,0,Graphic Design,2015,330.0,mestres photoshop graphic design,0.0
1737,illustrator CC 2015.3 - Curso básico de ferramentas,1.0,20,6,1,Graphic Design,2016,1.0,illustrator cc 2015 3 curso básico de ferramentas graphic design,0.0
1738,Plantillas Powerpoint para Publicar en Mercadolibre y Ebay,1.0,35,5,0,Graphic Design,2015,120.0,plantillas powerpoint para publicar en mercadolibre ebay graphic design,0.0
1739,Crie seu Cartão de Visita no CorelDRAW X8,1.0,20,3,1,Graphic Design,2017,240.0,crie seu cartão de visita coreldraw x8 graphic design,0.0
1740,Curso de Maya 3D,1.0,20,9,0,Graphic Design,2016,240.0,curso de maya 3d graphic design,0.0
1741,Photoshop: Organización de eventos y decoración de fiestas,1.0,120,5,1,Graphic Design,2016,510.0,photoshop organización de eventos decoración fiestas graphic design,0.0
1742,Podcast Cover Art | Design Like the Best,1.0,20,2,0,Graphic Design,2015,1.0,podcast cover art design like best graphic design,0.0
1743,Learn Drawing and Painting a Landscape with Oil Colours,1.0,20,2,2,Graphic Design,2014,120.0,learn drawing painting landscape oil colours graphic design,0.0
1744,Enhance your chroma key with an animated Slides background,1.0,25,2,2,Graphic Design,2016,1.0,enhance chroma key animated slides background graphic design,0.0
1745,The Complete Motion Graphic Course,1.0,65,6,0,Graphic Design,2017,570.0,complete motion graphic course graphic design,0.14433756729740646
1746,Making Corporate Flyers in Photoshop,1.0,20,3,0,Graphic Design,2016,31.0,making corporate flyers photoshop graphic design,0.0
1747,Rock-Solid Brands,1.0,20,4,1,Graphic Design,2016,31.0,rock solid brands graphic design,0.0
1748,Typographic Poster Design - From Sketch to Vector,1.0,45,5,2,Graphic Design,2015,90.0,typographic poster design sketch vector graphic design,0.0
1749,"Make Money With Photoshop: Logos, Business Cards & Brochures",1.0,100,4,0,Graphic Design,2016,300.0,make money photoshop logos business cards brochures graphic design,0.13608276348795434
1750,Photoshop the Art of Clipart,1.0,20,3,1,Graphic Design,2015,1.0,photoshop art clipart graphic design,0.0
1751,Adobe Illustrator Creative Cloud:  Mastering the Upgrades,1.0,20,3,2,Graphic Design,2015,120.0,adobe illustrator creative cloud mastering upgrades graphic design,0.0
1752,Illustrator 101: Learn Quickly and Easily to create Artwork,1.0,40,3,0,Graphic Design,2014,1.0,illustrator 101 learn quickly easily create artwork graphic design,0.0
1753,Design Your Own Fonts. Plus A Bunch Of Typography Secrets.,1.0,40,8,0,Graphic Design,2016,1.0,design fonts plus bunch typography secrets graphic design,0.0
1754,Easy Steps To Become A Photoshop Expert,1.0,20,11,0,Graphic Design,2015,480.0,easy steps become photoshop expert graphic design,0.0
1755,Intro to Adobe Illustrator,1.0,20,13,1,Graphic Design,2015,360.0,intro adobe illustrator graphic design,0.0
1756,Beginners Guide: Photoshop Poster/Artwork,1.0,20,5,1,Graphic Design,2016,1.0,beginners guide photoshop poster artwork graphic design,0.0
1757,Basic Graphic Design for PowerPoint,1.0,20,8,1,Graphic Design,2015,1.0,basic graphic design powerpoint graphic design,0.0
1758,Master Graphic Design Using Photoshop with Rachael,1.0,25,22,0,Graphic Design,2014,90.0,master graphic design using photoshop rachael graphic design,0.0
1759,Adobe Illustrator CC - Print Design for Beginners,1.0,50,35,1,Graphic Design,2016,360.0,adobe illustrator cc print design beginners graphic design,0.0
1760,Adobe Illustrator | Master in 3D,1.0,25,4,0,Graphic Design,2016,32.0,adobe illustrator master 3d graphic design,0.0
1761,From Drawing to Illustration,1.0,20,25,1,Graphic Design,2015,360.0,drawing illustration graphic design,0.0
1762,Adobe Suite : Unleash your creativity & benefit from it !,1.0,200,4,0,Graphic Design,2015,570.0,adobe suite unleash creativity benefit graphic design,0.0
1763,Become a Logo Designer: Guide to Complimentary Logo Software,1.0,35,9,0,Graphic Design,2015,150.0,become logo designer guide complimentary software graphic design,0.0
1764,DIY Beautiful Social Graphics That Don't Require Photoshop,1.0,20,9,0,Graphic Design,2015,150.0,diy beautiful social graphics require photoshop graphic design,0.0
1765,Design while you learn InDesign CC,1.0,20,3,1,Graphic Design,2014,150.0,design learn indesign cc graphic design,0.0
1766,R Graph Essentials,1.0,85,4,0,Graphic Design,2015,120.0,r graph essentials graphic design,0.0
1767,Car Sketching with Simple Analog Tools,1.0,40,5,0,Graphic Design,2016,37.0,car sketching simple analog tools graphic design,0.0
1768,Drawing Anime & Manga Style,1.0,25,5,0,Graphic Design,2015,480.0,drawing anime manga style graphic design,0.0
1769,Inkscape 101 for Beginners - Design Vector Graphics,1.0,195,5,1,Graphic Design,2016,1.0,inkscape 101 beginners design vector graphics graphic design,0.0
1770,"How to Fix Common Branding Mistakes, for Graphic Designers",1.0,35,2,2,Graphic Design,2016,90.0,fix common branding mistakes graphic designers graphic design,0.0
1771,AutoCAD Course - Learn Online AutoCAD in Urdu Hindi,0.0,0,2,0,Graphic Design,2017,120.0,autocad course learn online urdu hindi graphic design,0.14433756729740646
1772,Mind-Blowing Photoshop: Master Skills Season 1,1.0,20,3,0,Graphic Design,2014,180.0,mind blowing photoshop master skills season 1 graphic design,0.0
1773,Architectural Drawing For Creatives,1.0,195,0,0,Graphic Design,2017,1440.0,architectural drawing creatives graphic design,0.0
1774,Adobe Photoshop (Complete Beginner),1.0,200,3,1,Graphic Design,2015,120.0,adobe photoshop complete beginner graphic design,0.0
1775,Character Design,1.0,75,0,2,Graphic Design,2017,120.0,character design graphic design,0.0
1776,Icon Design Masterclass: Learn Icon Design Principles,1.0,40,0,1,Graphic Design,2017,150.0,icon design masterclass learn principles graphic design,0.0
1777,create stunning Photoshop compositions in minutes,1.0,20,0,0,Graphic Design,2017,120.0,create stunning photoshop compositions minutes graphic design,0.0
1778,Marvelous Logo Design,1.0,20,5,0,Graphic Design,2015,90.0,marvelous logo design graphic design,0.0
1779,Canva Complete Course For Graphics Design | 20 Projects,1.0,20,3,0,Graphic Design,2017,150.0,canva complete course graphics design 20 projects graphic design,0.12309149097933275
1780,The Complete Video Production Guide - Learn Top Video Tools,1.0,195,9,0,Graphic Design,2015,450.0,complete video production guide learn top tools graphic design,0.0
1781,Drawing With Confidence,1.0,25,7,0,Graphic Design,2012,120.0,drawing confidence graphic design,0.0
1782,Add realistic car paint to your pencil drawing in Photoshop!,1.0,25,3,1,Graphic Design,2017,1.0,add realistic car paint pencil drawing photoshop graphic design,0.0
1783,T-Shirt Sales - Merch By Amazon Profit Formula With Canva,1.0,20,1,0,Graphic Design,2017,1.0,shirt sales merch amazon profit formula canva graphic design,0.0
1784,Learn print production from start to finish,1.0,35,6,0,Graphic Design,2015,1.0,learn print production start finish graphic design,0.0
1785,Step by Step Gif animation in Photoshop,1.0,20,2,0,Graphic Design,2015,1.0,step gif animation photoshop graphic design,0.0
1786,Adobe - Create a professional logo step-by-step (Farming),1.0,20,0,0,Graphic Design,2016,1.0,adobe create professional logo step farming graphic design,0.0
1787,Adobe Illustrator CC Advanced,1.0,30,1,1,Graphic Design,2017,90.0,adobe illustrator cc advanced graphic design,0.0
1788,Mastering Realistic Real Life Drawing with Pencil,1.0,20,5,1,Graphic Design,2015,39.0,mastering realistic real life drawing pencil graphic design,0.0
1789,Silhouettes that Sells,1.0,25,1,1,Graphic Design,2017,1.0,silhouettes sells graphic design,0.0
1790,FullPage: The Complete Guide to Flat Websites,1.0,20,14,0,Graphic Design,2013,38.0,fullpage complete guide flat websites graphic design,0.0
1791,How to design professional PowerPoint business presentation,1.0,20,7,0,Graphic Design,2014,1.0,design professional powerpoint business presentation graphic design,0.13608276348795434
1792,Pic Monkey for Beginners - Graphic Design and Photo Editing,1.0,20,3,1,Graphic Design,2015,180.0,pic monkey beginners graphic design photo editing graphic design,0.0
1793,Corel Painter 2016,1.0,40,9,0,Graphic Design,2016,480.0,corel painter 2016 graphic design,0.0
1794,eBook Cover Design,1.0,20,3,2,Graphic Design,2014,90.0,ebook cover design graphic design,0.0
1795,"Photoshop tips and tricks, how to change clothes",1.0,20,4,0,Graphic Design,2015,120.0,photoshop tips tricks change clothes graphic design,0.0
1796,How to make Better Compositions: Take your art to new height,1.0,30,3,0,Graphic Design,2016,32.0,make better compositions take art new height graphic design,0.0
1797,Adobe Photoshop CC | The Essential Guide,1.0,20,5,0,Graphic Design,2015,270.0,adobe photoshop cc essential guide graphic design,0.0
1798,Learn to Composite a 2D Action Shot in Photoshop,1.0,20,2,1,Graphic Design,2016,90.0,learn composite 2d action shot photoshop graphic design,0.0
1799,Infographic Design: How To Create Your Own Infographic,1.0,20,8,0,Graphic Design,2015,120.0,infographic design create graphic design,0.0
1800,Autodesk Inventor 2016 : Complete Guide ,1.0,20,4,1,Graphic Design,2016,450.0,autodesk inventor 2016 complete guide graphic design,0.0
1801,Amazing Graphic Design for Beginners,1.0,20,10,1,Graphic Design,2015,42.0,amazing graphic design beginners graphic design,0.0
1802,"7 Ways A Beginner Guitarist Can Sound Better, Instantly!",0.0,0,193,1,Musical Instruments,2015,36.0,7 ways beginner guitarist sound better instantly musical instruments,0.0
1803,Instant Harmonica - Christmas. Play Jingle Bells Part 1 now,1.0,20,11,0,Musical Instruments,2015,42.0,instant harmonica christmas play jingle bells part 1 musical instruments,0.0
1804,Playing Piano:  Popular Pieces Vol. II,1.0,150,4,1,Musical Instruments,2016,90.0,playing piano popular pieces vol ii musical instruments,0.0
1805,Ninja Chord Changes - Master your guitar chord changes,1.0,30,11,1,Musical Instruments,2015,90.0,ninja chord changes master guitar musical instruments,0.0
1806,Your First 10 Guitar Lessons - Learn how to play guitar,0.0,0,4,1,Musical Instruments,2017,1.0,first 10 guitar lessons learn play musical instruments,0.0
1807,Pentatonic Scale Crash Course for Bass Guitar,0.0,0,6,2,Musical Instruments,2017,1.0,pentatonic scale crash course bass guitar musical instruments,0.14433756729740646
1808,Modal Theory for Guitar (Guitar Lessons from Lutz Academy),1.0,50,29,0,Musical Instruments,2016,90.0,modal theory guitar lessons lutz academy musical instruments,0.0
1809,Learn Fun Dreamy Piano Techniques #1 -  Play White Christmas,1.0,80,10,0,Musical Instruments,2015,120.0,learn fun dreamy piano techniques 1 play white christmas musical instruments,0.0
1810,Learn Jazz Piano Today,1.0,50,66,0,Musical Instruments,2014,180.0,learn jazz piano today musical instruments,0.0
1811,Learn To Play The Drums Without A Drum Kit,1.0,25,52,0,Musical Instruments,2014,120.0,learn play drums without drum kit musical instruments,0.0
1812,Learn Travis Picking From Scratch,1.0,40,30,2,Musical Instruments,2017,90.0,learn travis picking scratch musical instruments,0.0
1813,Instant Harmonica - how to get single notes in 5 easy steps,1.0,20,10,1,Musical Instruments,2015,38.0,instant harmonica get single notes 5 easy steps musical instruments,0.0
1814,Piano Runs & Fills #3:  Jazzy Chromatic Chord Song Endings,1.0,70,5,0,Musical Instruments,2015,1.0,piano runs fills 3 jazzy chromatic chord song endings musical instruments,0.0
1815,Teaching Music : Start teaching an instrument successfully.,1.0,30,5,1,Musical Instruments,2015,90.0,teaching music start instrument successfully musical instruments,0.0
1816,Strumming from scratch - Rhythm guitar lesson for Beginners,0.0,0,11,1,Musical Instruments,2017,120.0,strumming scratch rhythm guitar lesson beginners musical instruments,0.0
1817,Blues Guitar Lessons - From Texas To Carolina,1.0,20,12,2,Musical Instruments,2013,150.0,blues guitar lessons texas carolina musical instruments,0.0
1818,Instant Harmonica - play the groovy Beatles Yesterday today!,1.0,40,7,0,Musical Instruments,2016,1.0,instant harmonica play groovy beatles yesterday today musical instruments,0.0
1819,Beginner Guitar Quick-Start Course,0.0,0,20,1,Musical Instruments,2016,1.0,beginner guitar quick start course musical instruments,0.1543033499620919
1820,Mike G's Beginner Drum Course: Part 1,1.0,35,14,1,Musical Instruments,2015,180.0,mike g beginner drum course part 1 musical instruments,0.1543033499620919
1821,Guitar for Beginners - Learn the Basics,1.0,20,13,1,Musical Instruments,2015,31.0,guitar beginners learn basics musical instruments,0.0
1822,How To Play The Djembe: For Beginners,1.0,30,18,0,Musical Instruments,2014,1.0,play djembe beginners musical instruments,0.0
1823,Blues Guitar Lessons - Volume 1 - Blues Shuffle Essentials,1.0,45,21,0,Musical Instruments,2016,150.0,blues guitar lessons volume 1 shuffle essentials musical instruments,0.0
1824,Beginner Guitar - 38 Easy Lessons You Needs to Get Started,1.0,40,24,1,Musical Instruments,2013,180.0,beginner guitar 38 easy lessons needs get started musical instruments,0.0
1825,Bass Guitar Lessons For Beginners,1.0,95,21,1,Musical Instruments,2016,150.0,bass guitar lessons beginners musical instruments,0.0
1826,Pure Pentatonic Power: Rock and Blues Guitar Soloing,1.0,50,10,0,Musical Instruments,2016,120.0,pure pentatonic power rock blues guitar soloing musical instruments,0.0
1827,Rock Drumset Grooves: Level 1,1.0,20,12,1,Musical Instruments,2014,120.0,rock drumset grooves level 1 musical instruments,0.0
1828,Guitar: The Next Level,1.0,55,12,1,Musical Instruments,2015,1.0,guitar next level musical instruments,0.0
1829,Learn to Play Euphonium: Beginner to Pro in Under Five Hours,1.0,50,39,1,Musical Instruments,2015,420.0,learn play euphonium beginner pro five hours musical instruments,0.0
1830,Learn Oud 1 (No Prior Music Knowledge Required!),1.0,20,27,1,Musical Instruments,2015,210.0,learn oud 1 prior music knowledge required !) musical instruments,0.0
